date,total_views,unique_views
2022-10-12,1,1
2022-10-13,4,1
2022-10-14,5,1
2022-10-15,17,1
2022-10-16,0,0
2022-10-17,0,0
2022-10-18,1,1
2022-10-19,41,1
2022-10-20,0,0
